Descripcion,Descripcion_larga,Distrito,Habitaciones,Link,Localidad,Operacion,Precio,Tamano
Bajo exterior sin ascensor,"
ACTUALMENTE ALQUILADO.
¡Oportunidad única! Piso reformado en el corazón de Alcorcón.
Si buscas una inversión segura o un hogar listo para entrar a vivir, este piso es para ti. Actualmente alquilado, ofrece una rentabilidad inmediata.
Características principales:
Exterior, con una distribución perfecta.
3 dormitorios
",ALCORCONMADRID,3,/inmueble/108789959/,Piso en Calle Toledo Casco Antiguo,venta,194000,61.0
,"
¡Oportunidad única de vivir en una de las mejores zonas de Alcorcón!
Se vende maravilloso chalet adosado en la exclusiva zona de Los Castillos, ubicado en la Avenida de las Flores, una zona residencial tranquila, bien comunicada y rodeada de todos los servicios.
 Superficie total construida: 236 m²
 Distribuido en 3
",ALCORCONMADRID,3,/inmueble/109343833/,Chalet adosado en Avenida de las Flores Valderas - Los Castillos,venta,699000,236.0
Planta 6ª exterior con ascensor,"
GRUPO FINCASA dispone a la venta de vivienda dúplex en Alcorcón.
¡Descubre tu nuevo hogar en Alcorcón! Este espectacular dúplex de 144 m² te ofrece todo lo que necesitas para vivir con comodidad y estilo.
Con cuatro amplios dormitorios y tres baños, esta vivienda está diseñada para satisfacer las necesidades de toda l
",ALCORCONMADRID,4,/inmueble/106694097/,Dúplex en Calle Fuente Cisneros Parque oeste - Fuente Cisneros,venta,450000,148.0
Bajo interior con ascensor,"
Interlariahome vende piso en Parque Ondarreta de 3 dormitorios, 1 baño y 81 m² construidos en calle Japón Alcorcón — para entrar a vivir
Vivienda en planta baja con altura, situada en una zona tranquila y consolidada, orientada a amplias zonas ajardinadas comunitarias cerradas, que garantizan máxima privacidad y un ent
",ALCORCONMADRID,3,/inmueble/108581762/,Piso en Japón Casco Antiguo,venta,265000,81.0
Planta 3ª exterior con ascensor,"
¡Descubre tu nuevo hogar! Este espectacular piso seminuevo de 110 m² se encuentra en una ubicación privilegiada, en la tercera planta de un edificio moderno con siete plantas. Con una distribución pensada para maximizar el espacio, cuenta con un amplio salón independiente y un comedor ideal para disfrutar de momentos e
",ALCORCONMADRID,3,/inmueble/109217610/,Piso en Calle la Iglesia Zona Renfe,venta,399500,123.0
Bajo exterior con ascensor,"
Interlariahome vende piso en Ondarreta de 3 dormitorios, 1 baño y 81 m² construidos en calle Japón Alcorcón — para entrar a vivir
Vivienda en planta baja con altura, situada en una zona tranquila y consolidada, orientada a amplias zonas ajardinadas comunitarias cerradas, que garantizan máxima privacidad y un entorno si
",ALCORCONMADRID,3,/inmueble/108610526/,Piso en Calle Sapporo Parque Ondarreta - Urtinsa,venta,265000,81.0
Planta 3ª exterior con ascensor,"
Liv House Gestión Inmobiliaria Vende
Vivienda en buen estado situada en Parque Lisboa en Avenida Alcalde Jose Aranda en una tercera planta co altura de cuarta.
Consta de 107 metros cuadrados construidos y 98 metros cuadrados útiles según catastro repartidos en: Recibidor, cocina con office, salón con salida a la ter
",ALCORCONMADRID,4,/inmueble/108884983/,Piso en Avenida del Alcalde José Aranda Parque Lisboa - La Paz,venta,359000,107.0
Planta 1ª exterior con ascensor,"
Fantástico Loft Ático-Tríplex, reformado con vistas Skyline a Madrid, con una superficie de 100m2, loft muy luminoso, mantiene la esencia del moderno diseño loft vanguardista con techos altos de doble altura en el amplio salón, cortinas venecianas verticales Black out que hacen función de
persianas.
Planta base:
Coc
",ALCORCONMADRID,1,/inmueble/107174290/,Dúplex en av m40 Campodón - Ventorro del Cano,venta,275000,100.0
Planta 2ª exterior con ascensor,"
PISO OCUPADO POR PERSONA SIN JUSTO TÍTULO
ESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITAS
IDEAL PARA INVERSORES
LA LOCALIZACIÓN DEL INMUEBLE ES APROXIMADA
Vivienda de 79 m², según Catastro, y 13 m² de elementos comunes a la venta en el municipio de Alcorcón, Madrid.
La vivienda está distribuida en difere
",ALCORCONMADRID,2,/inmueble/107966126/,Piso en Travesía del Nuncio Casco Antiguo,venta,190000,119.0
Planta 5ª exterior con ascensor,"
GRINVAL VENDE en la zona de LOS JUZGADOS este encantador piso, CON REFORMA COMPLETA A ESTRENAR! TOTALMENTE EXTERIOR.
""VIVIENDA NO CALIFICADA COMO VPO""
Con una superficie total de 88 m² es perfecto para quienes buscan comodidad y tranquilidad. Cuenta con 2 habitaciones individuales, 1 habitación doble, 1 baño completo c
",ALCORCONMADRID,3,/inmueble/109362645/,Piso en Calle Parque de Cabañeros Parque Lisboa - La Paz,venta,359500,88.0
Planta 1ª exterior sin ascensor,"
¡OPORTUNIDAD PARA INVERSORES! GARANTÍA INMOBILIARIA vende inmueble actualmente registrado como ENSEÑANZA ubicada en zona centro de Alcorcón.
Consta de cocina americana, salón, 1 dormitorio, 1 baño y un cuarto trastero/lavandería. Tiene una superficie de 51m2, de los cuales 44m2 son de vivienda y 7m2 de elementos comun
",ALCORCONMADRID,1,/inmueble/109256459/,Piso en Calle Mayor Casco Antiguo,venta,125000,51.0
Planta 7ª exterior con ascensor,"
Liv House Gestión Inmobiliaria Vende
Piso de esquina situado en Parque Lisboa en la Calle Porto Cristo en una séptima planta.
Vivienda consta de 126 metros cuadrados construidos y 116 metros útiles según consta en catastro repartidos en: Amplio recibidor con armario empotrado, salón independiente con salida a la terr
",ALCORCONMADRID,4,/inmueble/108885229/,Piso en Calle Porto Cristo Parque Lisboa - La Paz,venta,425000,126.0
Planta 1ª exterior sin ascensor,"
GARANTÍA INMOBILIARIA VENDE en exclusiva vivienda ubicada en el centro de ALCORCÓN. El inmueble consta de amplio salón-comedor, cocina, 3 dormitorios, 1 baño y terraza abierta. Tiene una superficie de 62m2 construidos, de los cuales 56m2 son de vivienda y 6m2 de elementos comunes.
Instalaciones:
- Suelo cerámica gre
",ALCORCONMADRID,3,/inmueble/109266487/,Piso en Calle Colón Casco Antiguo,venta,260000,62.0
Planta 4ª exterior con ascensor,"
Piso en magnifica zona en Alcorcón, para entrar a vivir, magnifica terraza con orientación sur y muchisima luz, portero físico, cerca de renfe y metro. Cocina y baño reformados, cuatro dormitorios y dos baños.
",ALCORCONMADRID,4,/inmueble/109390413/,Piso en Calle San José Zona Centro Joven,venta,285000,105.0
Planta 1ª exterior con ascensor,"
Alvencor vende en exclusiva piso exterior de 3 dormitorios, 2 baños, salón comedor, cocina amueblada, terraza en dormitorio.
Suelos en parquet, puertas en sapelly, ventanas en aluminio con climalit, calefacción central y ascensor.
Piso próximo a avenida de Leganés, donde existen varias paradas de autobús hacia Madrid,
",ALCORCONMADRID,3,/inmueble/108822241/,Piso en Avenida de los Carabancheles Casco Antiguo,venta,320000,107.0
Planta 2ª exterior con ascensor,"
LICENCIA DE OFICINA- Atico-Duplex- LOFT (Edificio comercial) en planta tercera. Terminando reforma con: salón con cocina (totalmente amueblada). 3 dormitorio y baño.
DISPONEMOS DE MÁS OFICINAS- LOFT en el edificio, bajos dúplex con terraza por 210.000€.
Si este ático lo compra una empresa su precio son 335.000€, si lo
",ALCORCONMADRID,3,/inmueble/109199236/,Dúplex en Calle las Fábricas 1,venta,335000,120.0
Bajo exterior con ascensor,"
Liv House Gestión Inmobiliaria Vende, piso reformado situado en Travesía Cisneros, Alcorcón a 5 minutos de Alcorcón Central y a 10 minutos de Las Retamas
Parcela con la fachada recién rehabilitada.
Vivienda consta de 48 metros útiles según consta en catastro repartidos en: Salón con cocina completamente equipada con
",ALCORCONMADRID,2,/inmueble/107713596/,Piso en Travesía Cisneros Zona Renfe,venta,198000,49.0
,"
Focus Viviendas vende bonito chalet en una de las zonas más demandadas de Alcorcón, Prado de Santo Domingo. Rodeado de parques, carril-bici, dotaciones, avenidas y acceso directo a varias carreteras, que facilitan la entrada y salida en los desplazamientos.
La vivienda de 233 m2, según catastro, dispone además, de pi
",ALCORCONMADRID,4,/inmueble/108441844/,Chalet adosado en Calle del Bosque Prado de Santo Domingo,venta,649000,233.0
Planta 2ª exterior sin ascensor,"
¡OPORTUNIDAD ÚNICA EN ALCORCÓN!
Te presentamos esta fantástica vivienda recién reformada, ubicada en una de las zonas más demandadas de Alcorcón, con excelente comunicación y todos los servicios a tu alcance.
La vivienda cuenta con tres amplias habitaciones, todas ellas muy luminosas gracias a su excelente orientació
",ALCORCONMADRID,3,/inmueble/108944677/,Piso en Calle de los Cantos Casco Antiguo,venta,219900,70.0
Planta 2ª exterior sin ascensor,"
**inversores solo! viienda okupada ilegalmente se vende atico dúplex, con 2 terrazas en el atico de 10 metros cada una. No se puede ver, ni se puede pedir hipoteca.
viene con trastero de 6 metros.
Llámanos o envía un mail si quieres mas datos. [iw].
",ALCORCONMADRID,1,/inmueble/108353457/,Ático en Calle San Pablo 5,venta,150000,60.0
Planta 1ª exterior sin ascensor,"
Alvencor vende en exclusiva piso en zona calle Mayor, reformado, 3 dormitorios, 1 baño, salón comedor, cocina amueblada.
Suelos en parquet, puertas en sapeli, ventanas en aluminio con doble acristalamiento, calefacción individual de gas natural.
Primero sin ascensor
Le informamos a nuestros clientes compradores que
",ALCORCONMADRID,3,/inmueble/109182227/,Piso en Calle Mayor Casco Antiguo,venta,220000,61.0
Planta 2ª exterior sin ascensor,"
¿Vivienda en la Zona Sur de Madrid?
Century 21 Now IV Te ofrece una excelente oportunidad de adquirir en propiedad este piso de 2 dormitorios en 2ª planta situado en la zona centro de la localidad de Alcorcón.
OPORTUNIDAD PARA INVERSORES:
LA PROPIEDAD SE ENCUENTRA ALQUILADA.
No apta para compradores que requieran
",ALCORCONMADRID,2,/inmueble/108303257/,Piso en Calle Colón Casco Antiguo,venta,149000,65.0
Planta 5ª exterior con ascensor,"
**Financiación del 100% del precio**
¡Descubre tu nuevo hogar en este espectacular piso en venta! Situado en una excelente ubicación dentro de un barrio residencial tranquilo, este inmueble en la 5ª planta ofrece unas vistas despejadas a zonas ajardinadas que te encantarán. Con 80 m² construidos, cuenta con tres ampl
",ALCORCONMADRID,3,/inmueble/109341125/,Piso en Calle Padrón Valderas - Los Castillos,venta,390000,80.0
Planta 8ª exterior con ascensor,"
Piso luminoso de tres dormitorios, baño completo, cocina y terraza. Precio negociable. Cuenta con piscina comunitaria, zonas verdes y garaje. El piso de 90 metros cuenta con un amplio comedor, con terraza orientado al este. Los tres dormitorios son de buen tamaño. El principal tiene armarios de obra. La amplia cocina t
",ALCORCONMADRID,3,/inmueble/107509487/,Piso en Calle Cisneros Zona Renfe,venta,350000,90.0
Planta 4ª exterior con ascensor,"
***REFOR SERVICIOS INMOBILIARIOS***
Vende estupendo Piso en el Casco Antiguo de Alcorcón - Madrid.
Estás buscando una vivienda amplia en una zona tranquila, en urbanización cerrada, Centrica, segura, de 3 Habitaciones, 1 Cuarto de baño, Muy luminosa y con muy buena comunicacion de transporte público? No dudes en llam
",ALCORCONMADRID,3,/inmueble/107932950/,Piso en Avenida del Alcalde José Aranda Parque Mayor,venta,328000,80.0
Planta 2ª exterior sin ascensor,"
Oportunidad inversionistas. Piso de 3 dormitorios totalmente reformado. Incluidas 2 plazas de garaje en el precio.
Dispone de 3 dormitorios, cocina independiente con zona office con muchísima luz, salón comedor de paso. Baño totalmente reformado con plato de ducha y mampara. Puertas blancas, suelos de tarima, electri
",ALCORCONMADRID,3,/inmueble/107815087/,Piso en Calle Jabonería Casco Antiguo,venta,215000,64.0
Bajo exterior con ascensor,"
FINDING HOMES comercializa este encantador loft dúplex de 130m², ubicado en una urbanización cerrada con vigilancia 24 horas en el polígono industrial Ventorro del Cano! La cocina abierta al salón te da la bienvenida al inmueble. Equipada con todos los electrodomésticos necesarios, ofrece gran capacidad de almacenaje.
",ALCORCONMADRID,1,/inmueble/109093336/,Dúplex en Avenida M-40 Campodón - Ventorro del Cano,venta,300000,130.0
Planta 1ª exterior con ascensor,"
¡Descubre tu nuevo hogar en el corazón de Alcorcón! Este impresionante piso de 155 m² te ofrece todo lo que necesitas para vivir con comodidad y estilo.
Ubicado en una de las zonas más demandadas, estarás rodeado de colegios, parques, jardines, farmacias, estancos y supermercados, Renfe y además de contar con fácil a
",ALCORCONMADRID,4,/inmueble/106631013/,Piso en Avenida de los Derechos Humanos Parque Lisboa - La Paz,venta,410000,210.0
Planta 4ª exterior sin ascensor,"
¡SE VENDE FANTASTICO PISO! Grupo Tizona de parque del Teide pone a la venta, este piso.
Ubicación céntrica y agradable con fácil acceso a servicios, comercios y transporte público. Barrio tranquilo con buena conexión a Madrid. Acompáñame a ver tu próxima casa.
¡Descubre tu nuevo hogar! Este encantador piso en venta
",ALCORCONMADRID,3,/inmueble/109317976/,Piso en Zona Centro Joven Alcorcón,venta,199900,65.0
Planta 4ª exterior con ascensor,"
Agencia inmobiliaria de ALCORCÓN - zona ALCORCÓN CENTRO - AYUNTAMIENTO - Tecnocasa Estudio Ciudad De Alcorcon Sl,
Piso en venta - Calle Guindales, Alcorcón
PISO PARA INVERSOR
Amplio salón de paso, baño con bañera y ventana, cocina equipada. Suelo de parquet, ventanas de alumino y puertas de madera. La finca cuenta A
",ALCORCONMADRID,3,/inmueble/108589917/,Piso en Calle Guindales Zona Renfe,venta,179500,63.0
Planta 1ª exterior con ascensor,"
** A. M. S. HOMES VENDE MAGNÍFICO LOFT TOTALMENTE REFORMADO!
ES UN LOCAL, NO TIENE CEDULA DE HABILIDAD!
Oportunidad! Increíble Ático- Triplex con una superficie de 100m2 construidos, amplio salón muy luminoso con cocina americana, totalmente equipada.
Inmueble tipo Loft con espacios distribuidos de manera muy peculiar
",ALCORCONMADRID,2,/inmueble/108140447/,Dúplex en Calle Pedrezuela Campodón - Ventorro del Cano,venta,320000,100.0
,"
CAPITAL FINCAS Vende en exclusiva, magnífico chalet de esquina, en la mejor zona del barrio de Las Retamas.
Esta fantástica vivienda, cuenta con 4 plantas, distribuidas del siguiente modo:
Planta principal: hall de entrada cubierto, recibidor, amplia cocina de 16m2, luminoso salón independiente de 34m2 con salida a par
",ALCORCONMADRID,6,/inmueble/103872294/,Chalet adosado en Gabriel García Márquez Prado de Santo Domingo,venta,850000,260.0
Planta 4ª exterior con ascensor,"
Espectacular piso de 3 dormitorios reformado a 2. Cuenta con 119m² construidos y 95 metros útiles de vivienda, todas las estancias de la vivienda cuentan con gran tamaño.
Distribución: Amplio hall de entrada con muchísimas posibilidades, salón grande e independiente con acceso a terraza amplia y descubierta. Baño com
",ALCORCONMADRID,2,/inmueble/108050221/,Piso en Calle Independencia Zona Renfe,venta,239990,119.0
Planta 1ª exterior con ascensor,"
 
OH! KEY Servicios Inmobiliarios, VENDE Excelente vivienda en Alcorcón concretamente en la zona de Parque Ondarreta.
El inmueble cuenta con una superficie de 95 metros construidos, de los cuales 81 metros son útiles, lo que garantiza un espacioso ambiente para tu familia. Se sitúa en la primera planta de un edificio
",ALCORCONMADRID,3,/inmueble/109299961/,Piso en Parque Ondarreta - Urtinsa Alcorcón,venta,299000,95.0
Planta 4ª exterior sin ascensor,"
Agencia inmobiliaria de ALCORCÓN - zona ALCORCÓN CENTRO - AYUNTAMIENTO - Tecnocasa Estudio Ciudad De Alcorcón Sl,
Piso en venta - ZONA CENTRO, Alcorcón
PISO ACTUALMENTE ALQUILADO
Consta de salón de paso con terraza acristalada, baño con plato de ducha, cocina totalmente equipada. Suelo de tarima, ventanas de ilumino
",ALCORCONMADRID,2,/inmueble/109127444/,Piso en Calle Guindales Zona Renfe,venta,147000,62.0
Planta 7ª exterior con ascensor,"
Esta impresionante propiedad de esquina, ubicada en una de las cuatro TORRES de Parque Lisboa, y de 149m2, se encuentra en una ubicación privilegiada, situada en una séptima planta. Sus cuatro habitaciones, tres de ellas con armarios empotrados, junto con los dos baños completos, uno con plato de ducha y otro con bañer
",ALCORCONMADRID,4,/inmueble/109343082/,Piso en Parque Lisboa - La Paz Alcorcón,venta,518000,149.0
Bajo exterior con ascensor,"
ZOM-HOUSE vende EXCLUSIVO piso
SON 3 PISOS INDEPENDIENTES
En Travesía Soria, Casco Antiguo en Alcorcón
Reforma integral a estrenar.
CON ascensor
Armarios empotrados. Ventanas de PVC 70 mm oscilobatientes, marca Kommerlin o Cortizo con vidrio planitherm, con todas las persianas motorizadas.
Climatizado mediante aire
",ALCORCONMADRID,1,/inmueble/109227759/,Piso en Travesía Soria Casco Antiguo,venta,175500,48.0
Planta 6ª exterior con ascensor,"
TU CASA ALCORCON VENDE ESTUPENDA VIVIENDA. La vivienda cuenta con: 3 dormitorios, amplio salón, cuarto de baño completo, cocina totalmente amueblada y equipada, pasillo, puertas interiores de roble, aire acondicionado en dormitorio principal, LUMINOSA, calefacción central y agua incluida en la comunidad, ASCENSOR.
La
",ALCORCONMADRID,3,/inmueble/107736713/,Piso en Calle San José Zona Centro Joven,venta,269000,85.0
Planta 4ª exterior con ascensor,"
¡Oportunidad única en Alcorcón! OJO: inmueble okupado!
Este encantador piso de 67 m² construidos se encuentra en una de las zonas más tranquilas y residenciales de la ciudad, ideal para quienes buscan una inversión segura.
Situado en la cuarta planta de un edificio con ascensor, el inmueble cuenta con jardines cerca
",ALCORCONMADRID,3,/inmueble/109229276/,Piso en Av Torres Bellas Zona Centro Joven,venta,138000,67.0
Planta 1ª exterior con ascensor,"
GRUPO GISA VENDE EN EXCLUSIVA PISO EN EL MUNICIPIO DE ALCORCON.
La ubicación del inmueble es inmejorable, próximo a todos los servicios y prestaciones (comercios, bancos, hostelería…. ).
La vivienda dispone de 94m² construidos, finca con ascensor y se distribuye;
Hall recibidor amplio, cocina independiente con despe
",ALCORCONMADRID,3,/inmueble/108540974/,Piso en Casco Antiguo Alcorcón,venta,279000,94.0
Planta 1ª exterior con ascensor,"
URBALOR TIMANFAYA gestiona en exclusiva la venta de una vivienda situada en una primera planta con ascensor y orientación este, a solo 5 minutos de la estación de renfe SAN JOSÉ DE VALDERAS.
La vivienda se distribuye de la siguiente manera: recibidor, que da paso a un amplio salón con acceso a terraza (actualmente cer
",ALCORCONMADRID,2,/inmueble/108168024/,Piso en Calle Fonsagrada Valderas - Los Castillos,venta,195000,69.0
Planta 4ª exterior sin ascensor,"
Reformado por completo en 2023 tarima flotante AC-5 techos de pladur, ventanas de PVC kommerling, caldera nueva Junkers, puertas lacadas artevi, tuberías de agua y calefaccion en cobre, electricidad todo independiente, conexiones de RED en toda la vivienda, etc. obra en fachada de comunidad con aislamiento SATE y tejad
",ALCORCONMADRID,3,/inmueble/109184288/,Piso en Calle Tuy 3,venta,249000,77.0
Planta 9ª exterior con ascensor,"
GLOBALPISO VENDE:
Piso de 2 dormitorios (antes 3), y 2 baños en la Plaza de San Juan de Covas de Alcorcón, en una excelente ubicación, a tan sólo 2 minutos a pie de la estación de Cercanías de San José de Valderas, y a unos 10 de la estación de Metro de Joaquín Vilumbrales (línea 10).
Se trata de una novena planta (y
",ALCORCONMADRID,2,/inmueble/108556257/,Piso en Plaza San Juan de Covas Valderas - Los Castillos,venta,254380,70.0
Planta 5ª exterior con ascensor,"
PISO JUNTO AL AYUNTAMIENTO.
ABTENERSE INMOBILIARIAS.
240.000€
3 habitaciones, 73,80 m, 5ª planta exterior, con ascensor.
Particular vende piso en Alcorcón, con excelente comunicación, a pocos minutos de líneas de autobus urbanos e interurbanos, metrosur y renfe.
Zona con todos los servicios, cerca de colegios, centro d
",ALCORCONMADRID,3,/inmueble/109143777/,Piso en Paseo Castilla 8,venta,240000,74.0
Planta 9ª exterior con ascensor,"
¡Descubre este espectacular piso en venta en la codiciada zona del parque de Lisboa! Con una superficie de 150 m², este luminoso inmueble de esquina ofrece un espacio ideal para disfrutar de la vida en la ciudad. Con 4 amplias habitaciones y 2 baños, cada rincón está diseñado para el confort y la funcionalidad. La coci
",ALCORCONMADRID,4,/inmueble/108089565/,Piso en Plaza Príncipes de España Parque Lisboa - La Paz,venta,389000,150.0
Planta 1ª exterior con ascensor,"
Inmobiliarias Encuentro vende magnífico piso exterior en urbanización PRIVADA con PISCINA comunitaria en Alcorcón.
El inmueble de 180 m2, cuenta con espacioso hall de entrada, salón espacioso, cocina amueblada y equipada con acceso directo a la amplia terraza, tres dormitorios cada uno con ventanas que aportan una exc
",ALCORCONMADRID,3,/inmueble/109315775/,Piso en Parque Lisboa - La Paz Alcorcón,venta,556000,180.0
,"
PARTICULAR VENDE chalet adosado en ZONA EXCLUSIVA DE ALCORCÓN: ¡ OPORTUNIDAD UNICA CON INMEJORABLE UBICACION!
Este encantador chalet reformado, consta de 4 plantas, con una superficie construida de 221 m2, con 60 m2 de parcela solada con piscina privada.
La distribución es la siguiente:
- Semisótano con garaje para u
",ALCORCONMADRID,4,/inmueble/109363696/,Chalet adosado en Acacias s/n,venta,710000,221.0
Planta 3ª exterior con ascensor,"
POSIBILIDAD DE FINANCIACIÓN AL 100% DE SU PRÉSTAMO
Agencia inmobiliaria de Madrid Zona Alcorcón - San José de Valderas - Parque Lisboa - Hipercor' pone en venta fantástica vivienda muy bien ubicada!
El inmueble que ponemos en venta está en una tercera planta con ascensor, tiene calefacción central, salón comedor muy
",ALCORCONMADRID,3,/inmueble/109186646/,Piso en Valderas - Los Castillos Alcorcón,venta,240000,73.0
Planta 2ª exterior con ascensor,"
¡OPORTUNIDAD ÚNICA! ATICO DUPLEX CON 3 DORMITORIOS, TERRAZA, REFORMADO, Y CON *LICENCIA DE OFICINA!
Antilla Grupo Inmobiliario presenta esta original vivienda tipo ático, ideal tanto para inversión como para uso personal.
Con una superficie de 94 m², este inmueble se distribuye en dos plantas siendo la planta superio
",ALCORCONMADRID,3,/inmueble/108900521/,Dúplex en Calle Río Duero Parque Ondarreta - Urtinsa,venta,350000,94.0
Planta 2ª exterior con ascensor,"
¡OPORTUNIDAD ÚNICA! ATICO DUPLEX CON TERRAZA, REFORMADO Y CON *LICENCIA DE OFICINA!
Antilla Grupo Inmobiliario presenta esta original vivienda tipo ático, ideal tanto para inversión como para uso personal.
Con una superficie de 79 m², este inmueble se distribuye en dos plantas siendo la planta superior de terraza de
",ALCORCONMADRID,2,/inmueble/108461704/,Dúplex en Calle Munich Parque Ondarreta - Urtinsa,venta,265000,79.0
Planta 3ª exterior con ascensor,"
Inmueble alquilado imposibilidad de visita interior finalizacion 24/05/2028 renta 438,07.
",ALCORCONMADRID,2,/inmueble/109120790/,Piso en CL Mayor 17,venta,180000,76.0
Planta 2ª exterior sin ascensor,"
Vivienda alquilada imposibilidad de visita interior. Fin contrato 18/12/2029 importe renta 279,13.
",ALCORCONMADRID,3,/inmueble/109120819/,Piso en CL Colon 35,venta,149000,85.0
,"
VOhome propiedades vende en exclusiva magnifico chalet adosado de 235m² en el Prado de Santo Domingo, Alcorcón.
El inmueble se divide en cuatro plantas. Desde la calle accedemos a un porche y rampa de garaje, donde se puede acceder a la planta baja y planta sótano respectivamente. Además cuenta con piscina de uso comu
",ALCORCONMADRID,4,/inmueble/108933204/,Chalet adosado en Prado de Santo Domingo Alcorcón,venta,635000,235.0
Planta 3ª exterior con ascensor,"
GILMER VENDE
¡Magnifica vivienda en una de las zonas mas cotizadas de Alcorcón (Junto a Parque Lisboa)! Situada en la tercera planta de un edificio con ascensor, este inmueble ofrece 121 m² construidos y 91 m² útiles, llenos de comodidades y estilo.
El amplio salón independiente, bañado en luz natural, te invita a d
",ALCORCONMADRID,3,/inmueble/108311856/,Piso en Parque Lisboa - La Paz Alcorcón,venta,430000,121.0
Planta 2ª exterior sin ascensor,"
NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR
INMUEBLE EN RENTABILIDAD
¡Tenemos en exclusiva un piso para ti!
Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna. Desde
",ALCORCONMADRID,2,/inmueble/106579380/,Piso en Calle Colón Casco Antiguo,venta,149000,63.0
Planta 1ª exterior con ascensor,"
Precioso y cómodo piso ubicado en excelente zona de Alcorcón. Cerca de Renfe, centro salud, servicios y establecimientos en general. Reformado en un 90% en 2023, cocina, baño, suelos de tarima de alta calidad contra incendios y manchas, calefacción central, aire acondicionado. Patio interior con tendedero.
IMPORTANTE:
",ALCORCONMADRID,2,/inmueble/108876377/,Piso en Calle Mérida 8,venta,210000,70.0
Planta 8ª exterior con ascensor,"
Directo de propietario. Abstenerse agencias y curiosos. Llamadas a partir de las 18:30 de L-V y fines de semana todo el día.
Maravilloso piso de esquina de 125m2 en Parque de Lisboa, en un enclave inmejorable rodeado de jardines, parques infantiles, guarderías, colegios, institutos, comercios, metro y bus a menos de 3
",ALCORCONMADRID,4,/inmueble/107395769/,Piso en Calle Porto Lagos 1,venta,399000,125.0
Planta 3ª sin ascensor,"
NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR
INMUEBLE EN RENTABILIDAD
¡Tenemos en exclusiva un piso para ti!
Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna. Desde
",ALCORCONMADRID,2,/inmueble/108199196/,Piso en Calle Jabonería Casco Antiguo,venta,180000,67.0
Planta 5ª exterior con ascensor,"
¡Tu Nuevo Hogar te Espera! Piso Reformado y Listo para Entrar a Vivir en el Centro de Alcorcón.
Descubre este maravilloso piso completamente reformado, con instalaciones nuevas de fontanería y electricidad, ventanas abatibles de última generación y puertas de madera maciza, tiene calefacción eléctrica con radiadores a
",ALCORCONMADRID,3,/inmueble/107776512/,Piso en Calle Mayor 56,venta,299000,120.0
Planta 9ª exterior con ascensor,"
Particular vende magnífico dúplex en Parque Lisboa. No atiende a agencias inmobiliarias. Precio final, sin comisiones.
En la planta inferior, encontrarás la zona de dormitorios que cuenta con cuatro amplias habitaciones, una de ellas con terraza. También dispone de un práctico tendedero y dos baños completos.
En la
",ALCORCONMADRID,4,/inmueble/108800875/,Dúplex en Calle Porto Cristo 1,venta,479000,210.0
Planta 1ª exterior sin ascensor,"
***REFOR SERVICIOS INMOBILIARIOS***
Vende estupendo Piso en el Casco Antiguo de Alcorcón - Madrid.
Estás buscando una vivienda en una zona tranquila, Centrica, segura, de 3 Habitaciones, 2 Cuartos de baño, Muy luminosa y con muy buena comunicacion de transporte público? No dudes en llamar y venir a visitarla.
La vi
",ALCORCONMADRID,3,/inmueble/103988556/,Piso en Casco Antiguo Alcorcón,venta,349000,110.0
Planta 1ª exterior con ascensor,,ALCORCONMADRID,3,/inmueble/108496719/,Piso en CL Mayor Casco Antiguo,venta,190000,73.0
Bajo exterior con ascensor,"
*VISITAS DISPONIBLES A PARTIR DE NOVIEMBRE*
¿Harto de estar sin ascensor y no querer moverte de tu zona? No te preocupes, Grupo Darek te presenta esta maravillosa vivienda totalmente reformada y adaptada para personas de movilidad reducida.
Se trata de un bajo con 2 dormitorios, baño completo con plato de ducha y coc
",ALCORCONMADRID,2,/inmueble/108784956/,Piso en Calle San José Casco Antiguo,venta,179900,75.0
Bajo exterior sin ascensor,"
Inmobiliaria Elite vende en exclusiva piso con reforma a estrenar, en pleno corazón de Alcorcón, ideal tanto para vivir o como inversión. CON PLAZA DE GARAJE INCLUIDA EN EL PRECIO
EL PRECIO QUE VES ES EL QUE PAGAS, SIN SORPRESAS!
FINANCIACION GRATUITA!
70 m2 construidos, Planta baja, de esquina, todo exterior!
* G
",ALCORCONMADRID,1,/inmueble/109141624/,Piso en Casco Antiguo Alcorcón,venta,196000,70.0
Bajo exterior con ascensor,"
Garantía Inmobiliaria 360 ofrece esta oportunidad de compra precioso Loft dúplex espacioso (aprox. 125 m2 construidos) con preciosa y amplia terraza privativa de mas de 20 m2, en zona Ventorro del Cano (Alcorcón). Moderno y bien comunicado, equipado con dos plazas de garaje.
Listo para amueblar y comenzar a vivir. 1
",ALCORCONMADRID,1,/inmueble/108256286/,Dúplex en Campodón - Ventorro del Cano Alcorcón,venta,265000,125.0
